x,museum_code,region,ecology,parameter,mean,phylo_names,evapo,aridity,SVL
1983,KU340816,VA,terrestrial_leaflitter,Sp,6.933271,Mantella_baroni,0.1371,1.1603,24.46
1984,KU340816,DA,terrestrial_leaflitter,Sq,1.734005766,Mantella_baroni,0.1371,1.1603,24.46
1985,KU343296,VP,terrestrial_leaflitter,Sq,1.176409502,Mantella_baroni,0.131,1.396,23.18
1986,KU343297,DP,terrestrial_leaflitter,Sq,3.747417868,Mantella_baroni,0.131,1.396,25.68
1987,KU340816,VA,terrestrial_leaflitter,Sq,1.646216649,Mantella_baroni,0.1371,1.1603,24.46
1988,KU343297,DA,terrestrial_leaflitter,Sq,1.634658235,Mantella_baroni,0.131,1.396,25.68
1989,KU343296,DP,terrestrial_leaflitter,Sq,1.285902885,Mantella_baroni,0.131,1.396,23.18
1990,KU343297,VA,terrestrial_leaflitter,Sq,0.905629369,Mantella_baroni,0.131,1.396,25.68
1991,KU340816,VP,terrestrial_leaflitter,Sq,0.922948155,Mantella_baroni,0.1371,1.1603,24.46
1992,KU347416,VA,terrestrial_torrent,Sp,8.0625787,Mantidactylus_grandidieri,0.1613,1.1208,77.85
1993,KU347416,VP,terrestrial_torrent,Sp,7.979817,Mantidactylus_grandidieri,0.1613,1.1208,77.85
1994,KU340659,VA,terrestrial_torrent,Sp,14.56646,Mantidactylus_grandidieri,0.1301,1.4178,100.08
1995,KU347416,DP,terrestrial_torrent,Sp,14.59074767,Mantidactylus_grandidieri,0.1613,1.1208,77.85
1996,KU340659,DP,terrestrial_torrent,Sp,10.229504,Mantidactylus_grandidieri,0.1301,1.4178,100.08
1997,KU340659,DA,terrestrial_torrent,Sp,8.412956,Mantidactylus_grandidieri,0.1301,1.4178,100.08
1998,KU347416,DA,terrestrial_torrent,Sp,16.17384933,Mantidactylus_grandidieri,0.1613,1.1208,77.85
1999,KU340659,VP,terrestrial_torrent,Sp,14.203595,Mantidactylus_grandidieri,0.1301,1.4178,100.08
2000,KU347416,DA,terrestrial_torrent,Sq,3.829463299,Mantidactylus_grandidieri,0.1613,1.1208,77.85
2001,KU340659,VP,terrestrial_torrent,Sq,2.771586772,Mantidactylus_grandidieri,0.1301,1.4178,100.08
2002,KU347416,VA,terrestrial_torrent,Sq,1.497610041,Mantidactylus_grandidieri,0.1613,1.1208,77.85
2003,KU347416,DP,terrestrial_torrent,Sq,3.731122132,Mantidactylus_grandidieri,0.1613,1.1208,77.85
2004,KU340659,VA,terrestrial_torrent,Sq,1.493861975,Mantidactylus_grandidieri,0.1301,1.4178,100.08
2005,KU347416,VP,terrestrial_torrent,Sq,2.415948741,Mantidactylus_grandidieri,0.1613,1.1208,77.85
2006,KU340659,DP,terrestrial_torrent,Sq,1.925297838,Mantidactylus_grandidieri,0.1301,1.4178,100.08
2007,KU340659,DA,terrestrial_torrent,Sq,1.336393523,Mantidactylus_grandidieri,0.1301,1.4178,100.08
2008,KU343333,DA,terrestrial_leaflitter,Sp,11.49059,Mantidactylus_biporus,0.1301,1.4178,38.02
2009,KU340683,VA,terrestrial_leaflitter,Sp,8.307810333,Mantidactylus_biporus,0.1368,1.3473,28.28
2010,KU340683,DA,terrestrial_leaflitter,Sp,8.516257667,Mantidactylus_biporus,0.1368,1.3473,28.28
2011,KU343333,VP,terrestrial_leaflitter,Sp,8.270582333,Mantidactylus_biporus,0.1301,1.4178,38.02
2012,KU343333,DP,terrestrial_leaflitter,Sp,9.858292667,Mantidactylus_biporus,0.1301,1.4178,38.02
2013,KU343333,VA,terrestrial_leaflitter,Sp,7.176646767,Mantidactylus_biporus,0.1301,1.4178,38.02
2014,KU343333,DA,terrestrial_leaflitter,Sq,2.627101849,Mantidactylus_biporus,0.1301,1.4178,38.02
2015,KU340683,VA,terrestrial_leaflitter,Sq,1.590111423,Mantidactylus_biporus,0.1368,1.3473,28.28
2016,KU343333,VA,terrestrial_leaflitter,Sq,1.464041899,Mantidactylus_biporus,0.1301,1.4178,38.02
2017,KU340683,DP,terrestrial_leaflitter,Sq,0.873839085,Mantidactylus_biporus,0.1368,1.3473,28.28
2018,KU343333,DP,terrestrial_leaflitter,Sq,2.46248431,Mantidactylus_biporus,0.1301,1.4178,38.02
2019,KU340683,DA,terrestrial_leaflitter,Sq,0.831767562,Mantidactylus_biporus,0.1368,1.3473,28.28
2020,KU343333,VP,terrestrial_leaflitter,Sq,2.093716837,Mantidactylus_biporus,0.1301,1.4178,38.02
2021,MVZ271511,DP,terrestrial_leaflitter,Sp,12.69058733,Pelobatrachus_nasuta,0.1464,2.0371,105.28
2022,MVZ271514,VA,terrestrial_leaflitter,Sp,14.977051,Pelobatrachus_nasuta,0.1402,2.0448,69.75
2023,YPM13117,VP,terrestrial_leaflitter,Sp,9.636519,Pelobatrachus_nasuta,NA,NA,114.67
2024,MVZ271511,VA,terrestrial_leaflitter,Sp,9.875656,Pelobatrachus_nasuta,0.1464,2.0371,105.28
2025,MVZ271514,VP,terrestrial_leaflitter,Sp,12.54569,Pelobatrachus_nasuta,0.1402,2.0448,69.75
2026,MVZ271511,VP,terrestrial_leaflitter,Sp,15.55982933,Pelobatrachus_nasuta,0.1464,2.0371,105.28
2027,MVZ271511,DA,terrestrial_leaflitter,Sp,9.069038,Pelobatrachus_nasuta,0.1464,2.0371,105.28
2028,MVZ271514,DA,terrestrial_leaflitter,Sp,15.23654867,Pelobatrachus_nasuta,0.1402,2.0448,69.75
2029,YPM13117,DP,terrestrial_leaflitter,Sp,10.20304,Pelobatrachus_nasuta,NA,NA,114.67
2030,YPM13117,DA,terrestrial_leaflitter,Sp,37.95779633,Pelobatrachus_nasuta,NA,NA,114.67
2031,MVZ271514,DP,terrestrial_leaflitter,Sp,8.741257333,Pelobatrachus_nasuta,0.1402,2.0448,69.75
2032,MVZ271511,VP,terrestrial_leaflitter,Sq,4.272483426,Pelobatrachus_nasuta,0.1464,2.0371,105.28
2033,YPM13117,DA,terrestrial_leaflitter,Sq,7.366553963,Pelobatrachus_nasuta,NA,NA,114.67
2034,MVZ271514,VA,terrestrial_leaflitter,Sq,4.795683366,Pelobatrachus_nasuta,0.1402,2.0448,69.75
2035,YPM13117,VP,terrestrial_leaflitter,Sq,2.605993608,Pelobatrachus_nasuta,NA,NA,114.67
2036,MVZ271511,DP,terrestrial_leaflitter,Sq,3.17142326,Pelobatrachus_nasuta,0.1464,2.0371,105.28
2037,MVZ271511,VA,terrestrial_leaflitter,Sq,2.561631967,Pelobatrachus_nasuta,0.1464,2.0371,105.28
2038,MVZ271514,VP,terrestrial_leaflitter,Sq,1.841068609,Pelobatrachus_nasuta,0.1402,2.0448,69.75
2039,YPM13117,DP,terrestrial_leaflitter,Sq,2.204459671,Pelobatrachus_nasuta,NA,NA,114.67
2040,MVZ271511,DA,terrestrial_leaflitter,Sq,1.344058069,Pelobatrachus_nasuta,0.1464,2.0371,105.28
2041,MVZ271514,DA,terrestrial_leaflitter,Sq,2.710352147,Pelobatrachus_nasuta,0.1402,2.0448,69.75
2042,MVZ271514,DP,terrestrial_leaflitter,Sq,1.357498566,Pelobatrachus_nasuta,0.1402,2.0448,69.75
2043,KU72884,VP,terrestrial_leaflitter,Sp,11.92006667,Melanophryniscus_stelzneri,0.1977,0.2376,27.99
2044,KU93183,VP,terrestrial_leaflitter,Sp,16.882047,Melanophryniscus_stelzneri,0.1701,0.5036,26.45
2045,KU93183,DA,terrestrial_leaflitter,Sp,39.99991367,Melanophryniscus_stelzneri,0.1701,0.5036,26.45
2046,KU93183,DP,terrestrial_leaflitter,Sp,17.25680433,Melanophryniscus_stelzneri,0.1701,0.5036,26.45
2047,KU72884,VA,terrestrial_leaflitter,Sp,18.56001433,Melanophryniscus_stelzneri,0.1977,0.2376,27.99
2048,KU72884,DP,terrestrial_leaflitter,Sp,9.366612,Melanophryniscus_stelzneri,0.1977,0.2376,27.99
2049,KU72884,DA,terrestrial_leaflitter,Sp,10.83096233,Melanophryniscus_stelzneri,0.1977,0.2376,27.99
2050,KU93183,VA,terrestrial_leaflitter,Sp,14.83997533,Melanophryniscus_stelzneri,0.1701,0.5036,26.45
2051,KU93183,VP,terrestrial_leaflitter,Sq,3.064652898,Melanophryniscus_stelzneri,0.1701,0.5036,26.45
2052,KU72884,DA,terrestrial_leaflitter,Sq,2.49896677,Melanophryniscus_stelzneri,0.1977,0.2376,27.99
2053,KU93183,DA,terrestrial_leaflitter,Sq,5.322544266,Melanophryniscus_stelzneri,0.1701,0.5036,26.45
2054,KU93183,DP,terrestrial_leaflitter,Sq,3.757384015,Melanophryniscus_stelzneri,0.1701,0.5036,26.45
2055,KU93183,VA,terrestrial_leaflitter,Sq,2.603478376,Melanophryniscus_stelzneri,0.1701,0.5036,26.45
2056,KU72884,DP,terrestrial_leaflitter,Sq,2.14139785,Melanophryniscus_stelzneri,0.1977,0.2376,27.99
2057,KU72884,VP,terrestrial_leaflitter,Sq,2.898009273,Melanophryniscus_stelzneri,0.1977,0.2376,27.99
2058,KU72884,VA,terrestrial_leaflitter,Sq,3.032589274,Melanophryniscus_stelzneri,0.1977,0.2376,27.99
2059,KU179958,VP,terrestrial_leaflitter,Sp,11.72830467,Mixophyes_fasciolatus,NA,0,80.6
2060,KU179958,DA,terrestrial_leaflitter,Sp,6.593391,Mixophyes_fasciolatus,NA,0,80.6
2061,KU179958,VA,terrestrial_leaflitter,Sp,1.979733467,Mixophyes_fasciolatus,NA,0,80.6
2062,KU179958,DP,terrestrial_leaflitter,Sp,3.7815412,Mixophyes_fasciolatus,NA,0,80.6
2063,KU179958,VP,terrestrial_leaflitter,Sq,2.254568298,Mixophyes_fasciolatus,NA,0,80.6
2064,KU179958,DA,terrestrial_leaflitter,Sq,1.486675048,Mixophyes_fasciolatus,NA,0,80.6
2065,KU179958,VA,terrestrial_leaflitter,Sq,0.264325559,Mixophyes_fasciolatus,NA,0,80.6
2066,KU179958,DP,terrestrial_leaflitter,Sq,0.437839874,Mixophyes_fasciolatus,NA,0,80.6
2067,KU125359,DP,terrestrial_leaflitter,Sp,23.85316867,Myobatrachus_gouldii,0.2149,0.3568,42.72
2068,KU125359,VP,terrestrial_leaflitter,Sp,9.151615667,Myobatrachus_gouldii,0.2149,0.3568,42.72
2069,KU125359,DA,terrestrial_leaflitter,Sp,18.30634133,Myobatrachus_gouldii,0.2149,0.3568,42.72
2070,KU125359,VA,terrestrial_leaflitter,Sp,12.59700967,Myobatrachus_gouldii,0.2149,0.3568,42.72
2071,KU125360,DA,terrestrial_leaflitter,Sp,5.513476767,Myobatrachus_gouldii,0.2149,0.3568,47.34
2072,KU125360,VA,terrestrial_leaflitter,Sp,16.38617867,Myobatrachus_gouldii,0.2149,0.3568,47.34
2073,KU125360,VP,terrestrial_leaflitter,Sp,41.93889967,Myobatrachus_gouldii,0.2149,0.3568,47.34
2074,KU125360,DP,terrestrial_leaflitter,Sp,22.42886867,Myobatrachus_gouldii,0.2149,0.3568,47.34
2075,KU125360,VP,terrestrial_leaflitter,Sq,9.325406288,Myobatrachus_gouldii,0.2149,0.3568,47.34
2076,KU125360,VA,terrestrial_leaflitter,Sq,3.759870823,Myobatrachus_gouldii,0.2149,0.3568,47.34
2077,KU125359,DP,terrestrial_leaflitter,Sq,4.294167961,Myobatrachus_gouldii,0.2149,0.3568,42.72
2078,KU125359,VP,terrestrial_leaflitter,Sq,1.912959778,Myobatrachus_gouldii,0.2149,0.3568,42.72
2079,KU125360,DP,terrestrial_leaflitter,Sq,3.385448395,Myobatrachus_gouldii,0.2149,0.3568,47.34
2080,KU125359,DA,terrestrial_leaflitter,Sq,4.340034108,Myobatrachus_gouldii,0.2149,0.3568,42.72
2081,KU125360,DA,terrestrial_leaflitter,Sq,0.848906168,Myobatrachus_gouldii,0.2149,0.3568,47.34
2082,KU125359,VA,terrestrial_leaflitter,Sq,2.400492951,Myobatrachus_gouldii,0.2149,0.3568,42.72
2083,KU153384,DP,arboreal,Sp,10.68287567,Scarthyla_goinorum,NA,NA,18.42
2084,KU153384,VP,arboreal,Sp,15.84049633,Scarthyla_goinorum,NA,NA,18.42
2085,MVZ111627,VP,terrestrial_torrent,Sp,43.43049467,Phrynoidis_asper,0.1461,2.3665,NA
2086,MVZ111627,VA,terrestrial_torrent,Sp,33.96918667,Phrynoidis_asper,0.1461,2.3665,NA
2087,MVZ111627,DA,terrestrial_torrent,Sp,27.60864567,Phrynoidis_asper,0.1461,2.3665,NA
2088,MVZ111627,DP,terrestrial_torrent,Sp,28.43166633,Phrynoidis_asper,0.1461,2.3665,NA
2089,MVZ111627,VP,terrestrial_torrent,Sq,8.008824151,Phrynoidis_asper,0.1461,2.3665,NA
2090,MVZ111627,VA,terrestrial_torrent,Sq,8.599390004,Phrynoidis_asper,0.1461,2.3665,NA
2091,MVZ111627,DA,terrestrial_torrent,Sq,7.13242172,Phrynoidis_asper,0.1461,2.3665,NA
2092,MVZ111627,DP,terrestrial_torrent,Sq,6.886870961,Phrynoidis_asper,0.1461,2.3665,NA
2093,MVZ243019,DP,arboreal,Sp,7.075881333,,NA,NA,NA
2094,MVZ243019,VA,arboreal,Sp,7.680640333,,NA,NA,NA
2095,MVZ243019,VP,arboreal,Sp,9.027355667,,NA,NA,NA
2096,MVZ243033,DP,arboreal,Sp,14.402061,,NA,NA,NA
2097,MVZ243033,VA,arboreal,Sp,12.673578,,NA,NA,NA
2098,MVZ243033,VP,arboreal,Sp,13.14140267,,NA,NA,NA
2099,KU154279,VP,arboreal,Sq,10.37805511,Hyperolius_castaneus,0.1704,0.5421,21.58
2100,KU214797,DA,terrestrial_leaflitter,Sp,38.77242,Nannophryne_cophotis,0.113,0.696,52.74
2101,KU214797,DP,terrestrial_leaflitter,Sp,34.720723,Nannophryne_cophotis,0.113,0.696,52.74
2102,KU214797,VA,terrestrial_leaflitter,Sp,25.544834,Nannophryne_cophotis,0.113,0.696,52.74
2103,KU214797,VP,terrestrial_leaflitter,Sp,30.35829867,Nannophryne_cophotis,0.113,0.696,52.74
2104,KU214797,DP,terrestrial_leaflitter,Sq,9.211504887,Nannophryne_cophotis,0.113,0.696,52.74
2105,KU214797,DA,terrestrial_leaflitter,Sq,8.554009326,Nannophryne_cophotis,0.113,0.696,52.74
2106,KU214797,VP,terrestrial_leaflitter,Sq,6.833072674,Nannophryne_cophotis,0.113,0.696,52.74
2107,KU214797,VA,terrestrial_leaflitter,Sq,7.559878328,Nannophryne_cophotis,0.113,0.696,52.74
2108,KU214801,VP,terrestrial_leaflitter,Sp,17.51410233,Nannophryne_cophotis,0.113,0.696,41.6
2109,KU214801,DP,terrestrial_leaflitter,Sp,37.17782533,Nannophryne_cophotis,0.113,0.696,41.6
2110,KU214801,DA,terrestrial_leaflitter,Sp,32.39827,Nannophryne_cophotis,0.113,0.696,41.6
2111,KU214801,VA,terrestrial_leaflitter,Sp,28.034224,Nannophryne_cophotis,0.113,0.696,41.6
2112,KU214801,DA,terrestrial_leaflitter,Sq,7.93729585,Nannophryne_cophotis,0.113,0.696,41.6
2113,KU214801,DP,terrestrial_leaflitter,Sq,8.953901873,Nannophryne_cophotis,0.113,0.696,41.6
2114,KU214801,VP,terrestrial_leaflitter,Sq,5.386197223,Nannophryne_cophotis,0.113,0.696,41.6
2115,KU214801,VA,terrestrial_leaflitter,Sq,7.172373053,Nannophryne_cophotis,0.113,0.696,41.6
2116,MVZ188051,DA,terrestrial_leaflitter,Sp,15.49171167,Nannophryne_variegata,0.1087,1.5421,42.26
2117,MVZ71665,VP,terrestrial_leaflitter,Sp,11.160811,Nannophryne_variegata,0.0773,4.7117,42.08
2118,MVZ188048,VP,terrestrial_leaflitter,Sp,22.159318,Nannophryne_variegata,0.1087,1.5421,44.96
2119,MVZ188051,VP,terrestrial_leaflitter,Sp,17.67750033,Nannophryne_variegata,0.1087,1.5421,42.26
2120,MVZ188051,DP,terrestrial_leaflitter,Sp,14.054919,Nannophryne_variegata,0.1087,1.5421,42.26
2121,MVZ71665,VA,terrestrial_leaflitter,Sp,10.27083667,Nannophryne_variegata,0.0773,4.7117,42.08
2122,MVZ188048,VA,terrestrial_leaflitter,Sp,16.03786067,Nannophryne_variegata,0.1087,1.5421,44.96
2123,MVZ71646,VP,terrestrial_leaflitter,Sp,5.775986767,Nannophryne_variegata,0.0773,4.7117,33.65
2124,MVZ71665,DA,terrestrial_leaflitter,Sp,4.849122167,Nannophryne_variegata,0.0773,4.7117,42.08
2125,MVZ188048,DA,terrestrial_leaflitter,Sp,11.74033333,Nannophryne_variegata,0.1087,1.5421,44.96
2126,MVZ188048,DP,terrestrial_leaflitter,Sp,11.70501033,Nannophryne_variegata,0.1087,1.5421,44.96
2127,MVZ71646,DP,terrestrial_leaflitter,Sp,6.098612533,Nannophryne_variegata,0.0773,4.7117,33.65
2128,MVZ71665,DP,terrestrial_leaflitter,Sp,4.9496988,Nannophryne_variegata,0.0773,4.7117,42.08
2129,MVZ188051,VA,terrestrial_leaflitter,Sp,12.701409,Nannophryne_variegata,0.1087,1.5421,42.26
2130,MVZ71646,DA,terrestrial_leaflitter,Sp,7.629040333,Nannophryne_variegata,0.0773,4.7117,33.65
2131,MVZ71646,VA,terrestrial_leaflitter,Sp,4.5877221,Nannophryne_variegata,0.0773,4.7117,33.65
2132,MVZ188051,VP,terrestrial_leaflitter,Sq,6.394814206,Nannophryne_variegata,0.1087,1.5421,42.26
2133,MVZ188048,VP,terrestrial_leaflitter,Sq,6.699783899,Nannophryne_variegata,0.1087,1.5421,44.96
2134,MVZ188051,DA,terrestrial_leaflitter,Sq,4.611150386,Nannophryne_variegata,0.1087,1.5421,42.26
2135,MVZ71665,VA,terrestrial_leaflitter,Sq,2.323808676,Nannophryne_variegata,0.0773,4.7117,42.08
2136,MVZ71646,DA,terrestrial_leaflitter,Sq,2.386542769,Nannophryne_variegata,0.0773,4.7117,33.65
2137,MVZ188048,DP,terrestrial_leaflitter,Sq,2.508190661,Nannophryne_variegata,0.1087,1.5421,44.96
2138,MVZ71665,VP,terrestrial_leaflitter,Sq,2.94417052,Nannophryne_variegata,0.0773,4.7117,42.08
2139,MVZ71665,DP,terrestrial_leaflitter,Sq,1.046951787,Nannophryne_variegata,0.0773,4.7117,42.08
2140,MVZ71646,DP,terrestrial_leaflitter,Sq,1.086428043,Nannophryne_variegata,0.0773,4.7117,33.65
2141,MVZ188051,DP,terrestrial_leaflitter,Sq,3.387324395,Nannophryne_variegata,0.1087,1.5421,42.26
2142,MVZ188048,DA,terrestrial_leaflitter,Sq,2.143249433,Nannophryne_variegata,0.1087,1.5421,44.96
2143,MVZ188048,VA,terrestrial_leaflitter,Sq,2.827357445,Nannophryne_variegata,0.1087,1.5421,44.96
2144,MVZ188051,VA,terrestrial_leaflitter,Sq,2.659589377,Nannophryne_variegata,0.1087,1.5421,42.26
2145,MVZ71665,DA,terrestrial_leaflitter,Sq,0.846650143,Nannophryne_variegata,0.0773,4.7117,42.08
2146,MVZ71646,VP,terrestrial_leaflitter,Sq,0.734843485,Nannophryne_variegata,0.0773,4.7117,33.65
2147,MVZ71646,VA,terrestrial_leaflitter,Sq,0.696170033,Nannophryne_variegata,0.0773,4.7117,33.65
2148,MVZ202393,VA,terrestrial_torrent,Sp,5.518286067,Nannophrys_ceylonensis,0.1483,1.451,40.32
2149,MVZ202394,VA,terrestrial_torrent,Sp,10.14378367,Nannophrys_ceylonensis,0.1483,1.451,24.3
2150,MVZ202394,DA,terrestrial_torrent,Sp,23.161746,Nannophrys_ceylonensis,0.1483,1.451,24.3
2151,MVZ202393,VP,terrestrial_torrent,Sp,7.325065667,Nannophrys_ceylonensis,0.1483,1.451,40.32
2152,MVZ202393,DA,terrestrial_torrent,Sp,6.351059033,Nannophrys_ceylonensis,0.1483,1.451,40.32
2153,MVZ202393,DP,terrestrial_torrent,Sp,6.983646,Nannophrys_ceylonensis,0.1483,1.451,40.32
2154,MVZ202394,DA,terrestrial_torrent,Sq,6.107659035,Nannophrys_ceylonensis,0.1483,1.451,24.3
2155,MVZ202394,VA,terrestrial_torrent,Sq,2.676011408,Nannophrys_ceylonensis,0.1483,1.451,24.3
2156,MVZ202393,DA,terrestrial_torrent,Sq,0.978272564,Nannophrys_ceylonensis,0.1483,1.451,40.32
2157,MVZ202393,VA,terrestrial_torrent,Sq,0.896837118,Nannophrys_ceylonensis,0.1483,1.451,40.32
2158,MVZ202393,VP,terrestrial_torrent,Sq,1.554437372,Nannophrys_ceylonensis,0.1483,1.451,40.32
2159,MVZ202393,DP,terrestrial_torrent,Sq,0.741910029,Nannophrys_ceylonensis,0.1483,1.451,40.32
2160,KU68677,VP,terrestrial_leaflitter,Sp,11.58588767,Nectophrynoides_tornieri,0.1409,1.011,21.4
2161,KU068679,DP,terrestrial_leaflitter,Sp,13.244973,Nectophrynoides_tornieri,0.1409,1.011,26.49
2162,KU68677,DA,terrestrial_leaflitter,Sp,14.868973,Nectophrynoides_tornieri,0.1409,1.011,21.4
2163,KU68677,VA,terrestrial_leaflitter,Sp,15.04198933,Nectophrynoides_tornieri,0.1409,1.011,21.4
2164,KU68677,DP,terrestrial_leaflitter,Sp,14.36491433,Nectophrynoides_tornieri,0.1409,1.011,21.4
2165,KU068679,VP,terrestrial_leaflitter,Sp,14.379713,Nectophrynoides_tornieri,0.1409,1.011,26.49
2166,KU068679,VA,terrestrial_leaflitter,Sp,12.59588233,Nectophrynoides_tornieri,0.1409,1.011,26.49
2167,KU068679,VA,terrestrial_leaflitter,Sq,3.059169263,Nectophrynoides_tornieri,0.1409,1.011,26.49
2168,KU68677,VA,terrestrial_leaflitter,Sq,2.817759879,Nectophrynoides_tornieri,0.1409,1.011,21.4
2169,KU68677,VP,terrestrial_leaflitter,Sq,2.704000777,Nectophrynoides_tornieri,0.1409,1.011,21.4
2170,KU068679,DP,terrestrial_leaflitter,Sq,2.356506416,Nectophrynoides_tornieri,0.1409,1.011,26.49
2171,KU68677,DP,terrestrial_leaflitter,Sq,2.26813354,Nectophrynoides_tornieri,0.1409,1.011,21.4
2172,KU068679,VP,terrestrial_leaflitter,Sq,3.246748261,Nectophrynoides_tornieri,0.1409,1.011,26.49
2173,KU68677,DA,terrestrial_leaflitter,Sq,2.394888334,Nectophrynoides_tornieri,0.1409,1.011,21.4
2174,KU069276,VA,terrestrial_burrower,Sp,6.932457033,Neobatrachus_pictus,0.2569,0.0926,41.36
2175,KU069276,DA,terrestrial_burrower,Sp,9.638821667,Neobatrachus_pictus,0.2569,0.0926,41.36
2176,KU069276,VP,terrestrial_burrower,Sp,6.674480667,Neobatrachus_pictus,0.2569,0.0926,41.36
2177,KU069277,VA,terrestrial_burrower,Sp,6.597838,Neobatrachus_pictus,0.1542,0.5055,38.45
2178,KU069277,VP,terrestrial_burrower,Sp,10.13996167,Neobatrachus_pictus,0.1542,0.5055,38.45
2179,KU069276,DP,terrestrial_burrower,Sp,10.64470767,Neobatrachus_pictus,0.2569,0.0926,41.36
2180,KU069277,DA,terrestrial_burrower,Sp,20.09389567,Neobatrachus_pictus,0.1542,0.5055,38.45
2181,KU069277,DP,terrestrial_burrower,Sp,20.11996367,Neobatrachus_pictus,0.1542,0.5055,38.45
2182,KU069277,DA,terrestrial_burrower,Sq,2.98814976,Neobatrachus_pictus,0.1542,0.5055,38.45
2183,KU069277,DP,terrestrial_burrower,Sq,3.970286451,Neobatrachus_pictus,0.1542,0.5055,38.45
2184,KU069276,DP,terrestrial_burrower,Sq,2.203939365,Neobatrachus_pictus,0.2569,0.0926,41.36
2185,KU069277,VP,terrestrial_burrower,Sq,1.569292369,Neobatrachus_pictus,0.1542,0.5055,38.45
2186,KU069276,VA,terrestrial_burrower,Sq,1.536721423,Neobatrachus_pictus,0.2569,0.0926,41.36
2187,KU069276,VP,terrestrial_burrower,Sq,1.57358589,Neobatrachus_pictus,0.2569,0.0926,41.36
2188,KU069276,DA,terrestrial_burrower,Sq,2.307104788,Neobatrachus_pictus,0.2569,0.0926,41.36
2189,KU069277,VA,terrestrial_burrower,Sq,0.881448346,Neobatrachus_pictus,0.1542,0.5055,38.45
2190,KU341895,VP,terrestrial_leaflitter,Sp,6.069624533,Nyctibates_corrugatus,0.1278,2.086,29.44
2191,KU341888,DA,terrestrial_leaflitter,Sp,7.273019,Nyctibates_corrugatus,0.1278,2.086,33.79
2192,KU341895,DP,terrestrial_leaflitter,Sp,11.804788,Nyctibates_corrugatus,0.1278,2.086,29.44
2193,KU341888,VA,terrestrial_leaflitter,Sp,3.2024529,Nyctibates_corrugatus,0.1278,2.086,33.79
2194,KU341888,VP,terrestrial_leaflitter,Sp,5.808462967,Nyctibates_corrugatus,0.1278,2.086,33.79
2195,KU341888,DP,terrestrial_leaflitter,Sp,4.209132233,Nyctibates_corrugatus,0.1278,2.086,33.79
2196,KU341895,VP,terrestrial_leaflitter,Sq,1.518931003,Nyctibates_corrugatus,0.1278,2.086,29.44
2197,KU341888,DA,terrestrial_leaflitter,Sq,0.965698658,Nyctibates_corrugatus,0.1278,2.086,33.79
2198,KU341888,DP,terrestrial_leaflitter,Sq,0.81290667,Nyctibates_corrugatus,0.1278,2.086,33.79
2199,KU341888,VP,terrestrial_leaflitter,Sq,1.097703736,Nyctibates_corrugatus,0.1278,2.086,33.79
2200,KU341895,DP,terrestrial_leaflitter,Sq,1.580298882,Nyctibates_corrugatus,0.1278,2.086,29.44
2201,KU341888,VA,terrestrial_leaflitter,Sq,0.393648914,Nyctibates_corrugatus,0.1278,2.086,33.79
2202,KU136311,VP,arboreal,Sp,22.42877433,Nyctimantis_rugiceps,0.1202,2.8838,59.59
2203,KU136311,DA,arboreal,Sp,6.848792,Nyctimantis_rugiceps,0.1202,2.8838,59.59
2204,KU136311,VA,arboreal,Sp,18.364171,Nyctimantis_rugiceps,0.1202,2.8838,59.59
2205,KU126250,VA,arboreal,Sp,46.232838,Nyctimantis_rugiceps,0.1139,3.157,60.04
2206,KU136311,DP,arboreal,Sp,5.8670623,Nyctimantis_rugiceps,0.1202,2.8838,59.59
2207,KU126250,DA,arboreal,Sp,6.367186667,Nyctimantis_rugiceps,0.1139,3.157,60.04
2208,KU126250,DP,arboreal,Sp,13.18033433,Nyctimantis_rugiceps,0.1139,3.157,60.04
2209,KU136311,VA,arboreal,Sq,6.149890136,Nyctimantis_rugiceps,0.1202,2.8838,59.59
2210,KU126250,VA,arboreal,Sq,8.613515298,Nyctimantis_rugiceps,0.1139,3.157,60.04
2211,KU136311,VP,arboreal,Sq,4.484553881,Nyctimantis_rugiceps,0.1202,2.8838,59.59
2212,KU126250,DP,arboreal,Sq,2.473116588,Nyctimantis_rugiceps,0.1139,3.157,60.04
2213,KU136311,DA,arboreal,Sq,1.334946094,Nyctimantis_rugiceps,0.1202,2.8838,59.59
2214,KU136311,DP,arboreal,Sq,1.016086125,Nyctimantis_rugiceps,0.1202,2.8838,59.59
2215,KU126250,DA,arboreal,Sq,1.205585834,Nyctimantis_rugiceps,0.1139,3.157,60.04
2216,KU169672,VA,arboreal,Sp,9.752802333,Nymphargus_grandisonae,0.1388,1.1659,28
2217,KU164681,DA,arboreal,Sp,9.515601667,Nymphargus_grandisonae,0.1237,2.0068,25.77
2218,KU169672,VP,arboreal,Sp,13.31995933,Nymphargus_grandisonae,0.1388,1.1659,28
2219,KU164687,VP,arboreal,Sp,19.93679333,Nymphargus_grandisonae,0.1222,1.9645,27.96
2220,KU169672,DP,arboreal,Sp,13.13056833,Nymphargus_grandisonae,0.1388,1.1659,28
2221,KU164681,DP,arboreal,Sp,11.46693,Nymphargus_grandisonae,0.1237,2.0068,25.77
2222,KU164687,VA,arboreal,Sp,16.015373,Nymphargus_grandisonae,0.1222,1.9645,27.96
2223,KU164681,VP,arboreal,Sp,24.03575733,Nymphargus_grandisonae,0.1237,2.0068,25.77
